id,target,day,month,duration,contactId,age,gender,job,maritalStatus,education,creditFailure,accountBalance,house,credit,contactType,numberOfContacts,daySinceLastCampaign,numberOfContactsLastCampaign,lastCampaignResult
432150976,no,3,jun,380,224454,28,male,worker,single,secondarySchool,no,0,yes,yes,unknown,4,,0,unknown
432166487,no,8,nov,20,226064,28,male,unemployed,single,uniGraduated,no,7,no,no,cellPhone,1,,0,unknown
432177302,no,6,may,64,228157,29,female,technical,single,uniGraduated,no,183,yes,yes,cellPhone,1,343.0,2,failure
432151180,no,4,jun,257,229074,32,female,technical,married,highSchool,no,253,yes,no,unknown,3,,0,unknown
432151980,no,6,jun,158,229222,39,female,worker,married,secondarySchool,no,1005,no,no,unknown,2,,0,unknown
432170640,no,29,jan,162,229783,38,female,administrative,married,highSchool,no,-33,no,no,cellPhone,1,,0,unknown
432174142,no,8,apr,185,233095,68,female,retired,married,secondarySchool,no,1759,no,no,landline,1,,0,unknown
432149589,yes,29,may,1207,236784,60,male,worker,divorced,highSchool,no,0,yes,no,unknown,1,,0,unknown
432159034,no,24,jul,140,237669,54,male,manager,married,uniGraduated,no,0,yes,no,cellPhone,2,,0,unknown
432153530,no,18,jun,300,239680,49,male,manager,married,unknown,no,1401,no,no,unknown,1,,0,unknown
432185559,no,4,mar,262,240173,63,male,unknown,married,highSchool,no,367,no,no,landline,1,178.0,6,failure
432148829,no,27,may,29,242091,30,female,manager,married,uniGraduated,no,-27,yes,no,unknown,2,,0,unknown
432171633,no,2,feb,82,244753,35,female,administrative,married,uniGraduated,no,1145,yes,no,cellPhone,2,,0,unknown
432144883,no,13,may,60,245155,34,male,technical,single,uniGraduated,no,2,yes,no,unknown,2,,0,unknown
432183199,no,12,aug,701,245422,66,female,entrepreneur,married,secondarySchool,no,0,no,no,landline,1,,0,unknown
432165513,no,27,aug,20,247884,32,female,technical,single,uniGraduated,no,127,yes,no,cellPhone,17,,0,unknown
432185285,yes,8,feb,278,249146,24,male,technical,married,highSchool,no,556,yes,no,cellPhone,1,94.0,4,success
432166704,no,17,nov,131,249263,56,male,manager,divorced,uniGraduated,no,2126,yes,no,cellPhone,1,,0,unknown
432172127,no,4,feb,75,250569,55,male,manager,married,secondarySchool,no,384,no,no,landline,1,,0,unknown
432167245,no,18,nov,54,251104,30,male,technical,single,uniGraduated,no,3,yes,no,cellPhone,1,195.0,1,failure
432183457,no,17,aug,115,252176,30,female,administrative,married,uniGraduated,no,591,yes,no,cellPhone,1,,0,unknown
432184593,yes,12,nov,169,254511,48,female,worker,married,highSchool,no,1230,yes,no,cellPhone,1,196.0,2,success
432152344,no,9,jun,100,254902,40,male,worker,married,secondarySchool,no,48,no,no,unknown,5,,0,unknown
432167771,no,18,nov,366,257571,51,male,selfEmployed,married,secondarySchool,no,106,yes,no,landline,3,110.0,2,failure
432162227,no,8,aug,316,261362,34,male,technical,single,highSchool,no,19348,yes,no,cellPhone,2,,0,unknown
432168875,no,20,nov,249,263860,32,male,worker,married,highSchool,no,10142,yes,no,cellPhone,1,,0,unknown
432158521,no,22,jul,203,266368,34,female,manager,single,uniGraduated,no,184,no,no,cellPhone,4,,0,unknown
432158811,no,23,jul,81,269161,30,female,administrative,single,uniGraduated,no,536,yes,no,cellPhone,1,,0,unknown
432179378,no,13,may,25,271847,33,male,worker,married,secondarySchool,no,2000,yes,no,landline,1,,0,unknown
432158640,no,23,jul,55,273856,46,female,worker,married,unknown,no,55,no,no,cellPhone,1,,0,unknown
432183222,no,12,aug,699,276045,35,female,houseWife,married,uniGraduated,no,11219,no,no,cellPhone,2,79.0,1,failure
432163451,no,14,aug,924,278640,36,male,technical,single,highSchool,no,318,no,no,cellPhone,4,,0,unknown
432155390,no,8,jul,259,279362,35,female,entrepreneur,married,secondarySchool,no,2643,no,yes,cellPhone,1,,0,unknown
432180509,no,15,may,60,279989,51,female,manager,married,uniGraduated,no,0,yes,no,cellPhone,1,343.0,7,failure
432158690,no,23,jul,70,280285,54,female,houseWife,married,secondarySchool,no,1319,yes,no,landline,2,,0,unknown
432156531,no,11,jul,159,283205,54,male,retired,married,secondarySchool,no,0,yes,no,cellPhone,2,,0,unknown
432172421,no,4,feb,1261,285804,44,female,administrative,married,highSchool,no,61,no,yes,landline,3,,0,unknown
432146443,no,19,may,318,287832,51,male,technical,single,highSchool,no,4089,yes,no,unknown,1,,0,unknown
432144046,no,9,may,155,290333,25,male,services,married,highSchool,no,55,yes,yes,unknown,1,,0,unknown
432147363,no,21,may,91,290934,38,male,selfEmployed,single,highSchool,no,1146,yes,no,unknown,2,,0,unknown
432180461,no,15,may,194,299156,28,male,student,single,highSchool,no,293,no,no,cellPhone,3,,0,unknown
432164683,no,22,aug,87,299731,45,male,technical,single,uniGraduated,no,0,no,no,cellPhone,4,,0,unknown
432155543,no,8,jul,135,303808,33,male,houseWife,married,secondarySchool,no,1,yes,no,cellPhone,1,,0,unknown
432160765,no,31,jul,142,304012,35,female,worker,single,secondarySchool,no,-759,yes,no,cellPhone,2,,0,unknown
432176858,no,5,may,239,305512,27,male,manager,single,highSchool,no,0,yes,no,cellPhone,1,,0,unknown
432182559,yes,9,jun,234,309895,32,male,administrative,single,uniGraduated,no,8866,no,no,cellPhone,2,83.0,2,success
432158110,no,21,jul,292,311985,38,male,worker,single,highSchool,no,0,yes,no,cellPhone,8,,0,unknown
432164778,no,22,aug,101,312916,36,male,manager,single,uniGraduated,no,1520,no,no,cellPhone,2,,0,unknown
432153962,no,19,jun,71,321687,36,male,selfEmployed,married,secondarySchool,no,2022,no,no,unknown,2,,0,unknown
432177825,no,7,may,404,328366,28,female,administrative,single,highSchool,no,697,yes,no,cellPhone,2,,0,unknown
432159515,no,28,jul,62,328928,37,male,manager,married,uniGraduated,no,0,yes,no,landline,8,,0,unknown
432147717,no,23,may,81,332986,26,male,student,single,uniGraduated,no,1570,yes,no,unknown,1,,0,unknown
432148116,no,26,may,133,333600,54,male,worker,married,highSchool,no,682,yes,yes,unknown,1,,0,unknown
432143483,no,7,may,361,333741,28,male,worker,married,secondarySchool,no,-55,yes,no,unknown,2,,0,unknown
432170247,no,28,jan,192,334968,59,female,retired,divorced,highSchool,no,914,no,no,cellPhone,1,,0,unknown
432147378,no,21,may,38,335110,48,male,worker,divorced,secondarySchool,no,338,yes,no,unknown,12,,0,unknown
432153758,no,19,jun,127,335675,44,female,manager,married,highSchool,no,11972,no,no,unknown,1,,0,unknown
432174236,no,9,apr,304,336210,59,female,administrative,married,highSchool,no,817,no,no,cellPhone,1,,0,unknown
432175497,no,20,apr,239,340857,36,male,manager,married,uniGraduated,no,928,yes,no,cellPhone,1,,0,unknown
432167929,no,19,nov,72,342052,54,male,administrative,married,highSchool,no,3136,yes,no,landline,1,,0,unknown
432150139,no,30,may,465,350817,48,male,services,married,highSchool,no,7019,yes,no,unknown,3,,0,unknown
432156339,no,10,jul,182,351391,33,female,worker,married,highSchool,no,66,no,no,cellPhone,1,,0,unknown
432156787,no,14,jul,557,354738,43,male,technical,married,highSchool,no,764,yes,no,cellPhone,5,,0,unknown
432169015,no,20,nov,16,356895,51,male,entrepreneur,married,highSchool,no,653,yes,no,cellPhone,9,112.0,37,other
432157908,no,21,jul,168,357663,48,female,technical,married,highSchool,no,1152,yes,no,cellPhone,5,,0,unknown
432174882,no,17,apr,142,357947,44,male,administrative,divorced,highSchool,no,445,yes,no,cellPhone,1,,0,unknown
432149593,no,29,may,206,360466,48,female,worker,married,unknown,no,100,yes,no,unknown,1,,0,unknown
432161140,no,31,jul,17,364860,36,female,worker,married,highSchool,no,1550,no,no,cellPhone,3,,0,unknown
432161253,no,4,aug,413,366434,45,female,unemployed,married,secondarySchool,no,2,no,no,cellPhone,1,,0,unknown
432178782,no,11,may,279,367555,29,female,technical,single,uniGraduated,no,18254,no,no,cellPhone,2,,0,unknown
432165481,no,26,aug,89,369159,35,female,technical,single,highSchool,no,915,no,yes,cellPhone,3,,0,unknown
432147547,no,21,may,291,369585,37,male,manager,married,uniGraduated,no,1813,yes,no,unknown,4,,0,unknown
432180651,no,15,may,338,371399,29,female,manager,single,uniGraduated,no,499,yes,no,cellPhone,1,,0,unknown
432145306,no,14,may,214,373425,50,male,manager,married,highSchool,no,0,yes,no,unknown,1,,0,unknown
432154325,no,20,jun,253,373524,40,female,administrative,married,highSchool,no,-283,no,no,unknown,2,,0,unknown
432143896,no,8,may,141,374701,50,female,services,single,highSchool,no,72,no,no,unknown,2,,0,unknown
432155546,no,8,jul,293,376858,29,male,technical,single,highSchool,no,290,yes,yes,cellPhone,1,,0,unknown
432168929,no,20,nov,1166,377932,34,male,manager,single,uniGraduated,no,3035,no,no,cellPhone,1,,0,unknown
432145550,no,15,may,141,380674,47,female,services,married,highSchool,no,543,yes,no,unknown,1,,0,unknown
432149635,no,29,may,617,383045,36,male,selfEmployed,single,highSchool,no,3670,yes,no,unknown,2,,0,unknown
432168214,no,19,nov,127,383135,35,male,worker,married,highSchool,no,86,no,no,cellPhone,1,111.0,2,failure
432181472,no,18,may,317,385865,27,female,technical,single,highSchool,no,2293,yes,no,cellPhone,3,364.0,1,other
432154316,no,20,jun,285,388659,43,male,selfEmployed,married,uniGraduated,no,819,no,no,unknown,4,,0,unknown
432174486,no,15,apr,85,389046,38,female,administrative,married,uniGraduated,no,293,no,no,cellPhone,1,,0,unknown
432186373,yes,29,jun,205,392327,23,female,services,single,highSchool,no,488,no,no,cellPhone,1,91.0,3,success
432164505,no,21,aug,321,399264,56,male,manager,married,uniGraduated,no,502,no,no,cellPhone,2,,0,unknown
432163862,no,19,aug,103,399643,32,male,technical,married,uniGraduated,no,264,yes,no,cellPhone,7,,0,unknown
432158921,no,24,jul,120,400819,36,female,worker,married,unknown,no,0,no,no,cellPhone,5,,0,unknown
432180435,no,14,may,506,401928,32,male,student,married,uniGraduated,no,744,yes,no,cellPhone,2,352.0,1,other
432146602,no,19,may,657,403304,41,female,administrative,married,highSchool,no,3855,yes,no,unknown,2,,0,unknown
432179823,no,13,may,99,408057,51,male,services,married,highSchool,no,107,yes,no,landline,2,369.0,4,failure
432163733,no,18,aug,85,408943,48,female,technical,married,highSchool,no,14148,yes,no,cellPhone,2,,0,unknown
432155514,no,8,jul,165,413071,59,male,worker,married,secondarySchool,no,3540,no,no,cellPhone,1,,0,unknown
432173791,no,30,mar,167,414228,32,male,student,single,unknown,no,2321,no,no,cellPhone,2,,0,unknown
432165279,no,26,aug,102,418490,47,female,administrative,married,highSchool,no,175,yes,no,cellPhone,7,,0,unknown
432162175,no,8,aug,41,420438,46,male,technical,married,highSchool,no,1975,yes,no,cellPhone,2,,0,unknown
432153753,no,19,jun,61,422789,40,male,selfEmployed,married,highSchool,no,0,no,no,unknown,1,,0,unknown
432153521,no,18,jun,115,423634,37,female,student,married,unknown,no,0,no,no,unknown,1,,0,unknown
432187213,no,23,sep,124,424774,28,female,administrative,single,uniGraduated,no,313,no,yes,cellPhone,1,59.0,6,failure
432147035,no,20,may,304,428994,44,female,worker,married,highSchool,no,1081,yes,no,unknown,2,,0,unknown
432171593,no,2,feb,153,429830,29,female,worker,married,highSchool,no,1074,no,no,cellPhone,1,,0,unknown
432147301,no,21,may,240,430538,37,male,worker,single,highSchool,no,13156,yes,no,unknown,1,,0,unknown
432178980,no,12,may,306,432548,31,male,administrative,single,highSchool,no,1801,yes,no,cellPhone,1,,0,unknown
432153198,no,17,jun,705,435515,45,female,worker,married,highSchool,no,530,no,yes,unknown,1,,0,unknown
432174992,no,17,apr,139,439414,40,female,worker,divorced,secondarySchool,no,190,yes,yes,cellPhone,1,346.0,2,failure
432186492,no,13,jul,256,440244,80,male,retired,married,secondarySchool,no,1468,no,no,cellPhone,2,181.0,3,success
432179526,no,13,may,528,443637,27,male,student,single,highSchool,no,268,yes,no,cellPhone,1,358.0,2,failure
432163010,no,12,aug,409,443884,48,male,services,married,highSchool,no,1355,no,no,cellPhone,7,,0,unknown
432167738,no,18,nov,437,451335,46,male,manager,single,highSchool,yes,177,no,no,cellPhone,1,,0,unknown
432157858,no,18,jul,70,451699,38,male,manager,single,uniGraduated,no,21963,no,no,landline,2,,0,unknown
432176320,no,30,apr,80,452361,29,female,manager,married,highSchool,no,231,no,no,cellPhone,1,,0,unknown
432153351,no,17,jun,39,453783,56,male,retired,married,secondarySchool,no,1126,no,no,unknown,3,,0,unknown
432184722,yes,27,nov,160,455258,53,male,technical,married,highSchool,no,1982,yes,yes,cellPhone,1,,0,unknown
432158781,no,23,jul,158,456072,46,female,technical,married,highSchool,no,475,no,yes,cellPhone,2,,0,unknown
432144992,no,13,may,73,457799,32,female,worker,single,highSchool,no,338,yes,no,unknown,3,,0,unknown
432180121,no,14,may,87,459371,30,female,worker,single,highSchool,no,-177,yes,no,cellPhone,1,345.0,2,other
432149673,no,29,may,245,464279,40,female,worker,married,highSchool,no,0,yes,yes,unknown,3,,0,unknown
432171713,no,2,feb,440,464333,37,female,technical,married,uniGraduated,no,0,yes,no,cellPhone,2,,0,unknown
432150943,no,3,jun,372,464863,34,male,manager,married,uniGraduated,no,912,yes,no,unknown,1,,0,unknown
432156863,no,15,jul,335,468247,59,female,houseWife,married,secondarySchool,no,37,no,yes,cellPhone,2,,0,unknown
432163823,no,19,aug,139,470094,46,female,unknown,married,highSchool,no,1482,no,no,cellPhone,3,,0,unknown
432169304,no,21,nov,151,470809,52,female,administrative,divorced,highSchool,no,-402,yes,no,cellPhone,1,,0,unknown
432174429,no,14,apr,115,471901,56,male,technical,married,highSchool,no,3931,no,no,cellPhone,1,,0,unknown
432166749,no,17,nov,79,477008,32,male,administrative,single,highSchool,no,4344,yes,no,cellPhone,2,118.0,3,failure
432158747,no,23,jul,172,479535,36,female,unemployed,married,uniGraduated,no,73,no,no,cellPhone,2,,0,unknown
432185295,no,8,feb,108,479688,36,male,manager,married,uniGraduated,no,1257,no,no,cellPhone,9,101.0,1,other
432182669,no,16,jun,95,481106,58,male,manager,married,uniGraduated,no,6711,no,no,cellPhone,3,,0,unknown
432166166,no,29,aug,59,484178,53,female,administrative,married,highSchool,no,578,no,no,cellPhone,2,,0,unknown
432178676,no,11,may,240,486282,36,female,worker,married,highSchool,no,779,yes,no,cellPhone,1,,0,unknown
432157669,no,18,jul,185,489686,34,male,services,married,highSchool,no,-102,yes,no,cellPhone,1,,0,unknown
432179967,no,14,may,287,490628,28,male,administrative,married,highSchool,no,84,yes,yes,cellPhone,1,,0,unknown
432159983,no,29,jul,188,492689,38,female,technical,single,highSchool,no,4366,yes,no,cellPhone,2,,0,unknown
432151681,no,6,jun,190,494469,41,male,services,married,highSchool,no,-140,no,yes,unknown,1,,0,unknown
432150529,no,2,jun,466,499497,34,male,worker,married,highSchool,no,8558,yes,no,unknown,2,,0,unknown
432161594,no,6,aug,182,500217,49,female,worker,married,highSchool,no,739,yes,no,cellPhone,2,,0,unknown
432184278,yes,22,oct,249,503068,33,male,administrative,married,uniGraduated,no,79,yes,no,cellPhone,2,335.0,2,failure
432144444,no,12,may,145,506522,27,female,manager,single,uniGraduated,no,541,yes,no,unknown,1,,0,unknown
432144182,no,9,may,73,509047,40,male,technical,single,highSchool,no,360,yes,no,unknown,1,,0,unknown
432158342,no,22,jul,115,510169,29,male,worker,married,highSchool,no,3,no,no,cellPhone,1,,0,unknown
432146583,no,19,may,183,512244,40,male,services,single,highSchool,no,464,yes,yes,unknown,7,,0,unknown
432144972,no,13,may,119,513452,43,male,worker,married,secondarySchool,no,17,yes,no,unknown,10,,0,unknown
432180284,no,14,may,151,513607,47,male,administrative,married,highSchool,no,1863,yes,yes,cellPhone,4,,0,unknown
432152492,no,11,jun,886,513814,46,female,services,married,highSchool,no,379,no,no,unknown,2,,0,unknown
432179852,no,13,may,119,517612,30,female,technical,single,uniGraduated,no,106,yes,no,cellPhone,3,,0,unknown
432176120,no,23,apr,477,522081,52,female,manager,married,highSchool,no,5193,no,no,cellPhone,2,,0,unknown
432155259,no,7,jul,281,525324,39,female,administrative,divorced,highSchool,no,1,no,yes,cellPhone,1,,0,unknown
432185206,yes,3,feb,892,525457,78,female,retired,married,unknown,no,4807,no,no,landline,2,104.0,4,success
432146017,no,16,may,137,527349,32,male,administrative,married,highSchool,no,0,no,no,unknown,1,,0,unknown
432157070,no,15,jul,216,529217,31,female,manager,divorced,highSchool,no,0,yes,no,cellPhone,7,,0,unknown
432176413,yes,30,apr,352,541129,33,male,student,single,unknown,no,1170,no,no,cellPhone,1,,0,unknown
432174371,no,14,apr,427,541422,41,female,manager,married,uniGraduated,no,-456,no,no,cellPhone,4,144.0,1,failure
432153453,no,18,jun,295,543338,37,female,services,single,highSchool,no,2657,yes,no,unknown,1,,0,unknown
432180052,no,14,may,159,543855,34,female,manager,married,uniGraduated,no,902,yes,no,cellPhone,1,367.0,2,other
432173549,no,2,mar,169,544313,33,female,technical,married,highSchool,no,218,yes,yes,landline,4,,0,unknown
432177555,no,7,may,201,550492,40,male,worker,single,highSchool,no,322,yes,no,cellPhone,1,,0,unknown
432183149,no,11,aug,88,552191,20,female,student,single,highSchool,no,130,no,no,landline,1,99.0,3,failure
432163575,no,18,aug,180,554284,37,female,manager,married,uniGraduated,no,984,yes,no,cellPhone,4,,0,unknown
432144480,no,12,may,49,556790,26,female,worker,married,highSchool,no,288,yes,no,unknown,2,,0,unknown
432173383,no,11,feb,56,556904,28,male,administrative,married,uniGraduated,no,174,yes,yes,cellPhone,1,184.0,2,failure
